entity_id,severity,urgency,safety_risk,traffic_density,speed_class,deadline_proximity,criticality_target,split
usfd_060_v0,SEVERE,0.7074,0.735,0.8863,EXPRESS,0.1,0.505252,validation
usfd_060_v1,SEVERE,0.75,0.6938,0.6555,EXPRESS,0.4,0.506918,validation
usfd_060_v2,SEVERE,0.7046,0.716,0.7375,EXPRESS,0.4,0.509825,validation
usfd_060_v3,SEVERE,0.9798,0.6699,0.5764,EXPRESS,0.4,0.529262,validation
usfd_060_v4,SEVERE,0.7854,0.7488,0.8672,HIGH,0.4,0.522153,validation
usfd_060_v5,SEVERE,0.9346,0.6676,0.5772,EXPRESS,0.1,0.507541,validation
usfd_060_v6,SEVERE,0.7198,0.6078,0.5196,HIGH,0.4,0.471902,validation
usfd_060_v7,SEVERE,0.7542,0.6202,0.5494,EXPRESS,0.4,0.492092,validation
usfd_060_v8,SEVERE,0.7577,0.6908,0.6727,HIGH,0.4,0.496493,validation
usfd_060_v9,SEVERE,0.9459,0.7771,0.7087,HIGH,0.4,0.53394,validation
usfd_061_v0,MINOR,0.7211,0.9071,0.9192,EXPRESS,0.1,0.469091,validation
usfd_061_v1,MINOR,0.5805,0.8932,0.5315,EXPRESS,0.1,0.422836,validation
usfd_061_v2,MINOR,0.6888,0.8723,0.7022,EXPRESS,0.1,0.445908,validation
usfd_061_v3,MINOR,0.6886,0.8037,0.5974,EXPRESS,0.1,0.432737,validation
usfd_061_v4,MINOR,0.6421,0.896,0.5889,EXPRESS,0.1,0.434579,validation
usfd_061_v5,MINOR,0.6168,0.9073,0.5793,EXPRESS,0.1,0.431671,validation
usfd_061_v6,MINOR,0.4906,0.9048,0.7248,EXPRESS,0.1,0.424674,validation
usfd_061_v7,MINOR,0.66,0.8528,0.575,HIGH,0.1,0.425778,validation
usfd_061_v8,MINOR,0.6183,0.7636,0.7235,HIGH,0.1,0.421972,validation
usfd_061_v9,MINOR,0.6144,0.9157,0.5668,EXPRESS,0.1,0.431338,validation
usfd_062_v0,SEVERE,0.9559,0.7471,0.6292,EXPRESS,0.4,0.538282,validation
usfd_062_v1,SEVERE,0.9039,0.7768,0.5556,HIGH,0.4,0.515981,validation
usfd_062_v2,SEVERE,1.0,0.7083,0.372,EXPRESS,0.4,0.521633,validation
usfd_062_v3,SEVERE,0.9286,0.7877,0.4245,EXPRESS,0.4,0.523622,validation
usfd_062_v4,SEVERE,0.8582,0.8065,0.6013,EXPRESS,0.4,0.528575,validation
usfd_062_v5,SEVERE,0.9401,0.6944,0.7333,HIGH,0.4,0.5263,validation
usfd_062_v6,SEVERE,0.8933,0.7899,0.4654,EXPRESS,0.4,0.521724,validation
usfd_062_v7,SEVERE,1.0,0.6202,0.5625,HIGH,0.4,0.51311,validation
usfd_062_v8,SEVERE,0.8743,0.756,0.4955,EXPRESS,0.4,0.517705,validation
usfd_062_v9,SEVERE,1.0,0.8476,0.5407,HIGH,0.4,0.536426,validation
usfd_063_v0,CRITICAL,0.707,0.8366,0.8067,HIGH,0.4,0.536126,validation
usfd_063_v1,CRITICAL,0.9614,0.7574,0.7037,EXPRESS,0.4,0.569487,validation
usfd_063_v2,CRITICAL,0.722,0.9286,0.4515,EXPRESS,0.4,0.534238,validation
usfd_063_v3,CRITICAL,0.752,0.89,0.5704,EXPRESS,0.4,0.543371,validation
usfd_063_v4,CRITICAL,0.8407,0.7603,0.679,EXPRESS,0.4,0.551115,validation
usfd_063_v5,CRITICAL,0.9564,0.7473,0.4345,EXPRESS,0.4,0.547594,validation
usfd_063_v6,CRITICAL,0.7822,0.9526,0.5201,HIGH,0.4,0.535102,validation
usfd_063_v7,CRITICAL,0.8165,0.7468,0.6157,EXPRESS,0.4,0.54153,validation
usfd_063_v8,CRITICAL,0.8358,0.8858,0.7905,EXPRESS,0.4,0.572077,validation
usfd_063_v9,CRITICAL,0.908,0.8203,0.6014,EXPRESS,0.4,0.56059,validation
usfd_064_v0,SEVERE,0.8695,0.4691,0.4722,EXPRESS,0.1,0.471828,validation
usfd_064_v1,SEVERE,0.8688,0.4025,0.5302,EXPRESS,0.1,0.468319,validation
usfd_064_v2,SEVERE,0.8168,0.5755,0.7252,EXPRESS,0.1,0.492093,validation
usfd_064_v3,SEVERE,0.7817,0.5822,0.5578,EXPRESS,0.1,0.477433,validation
usfd_064_v4,SEVERE,0.8539,0.5325,0.8322,EXPRESS,0.1,0.499986,validation
usfd_064_v5,SEVERE,0.754,0.3935,0.4353,HIGH,0.1,0.436098,validation
usfd_064_v6,SEVERE,0.8794,0.5113,0.5818,EXPRESS,0.1,0.484065,validation
usfd_064_v7,SEVERE,0.8497,0.5204,0.3634,EXPRESS,0.1,0.468528,validation
usfd_064_v8,SEVERE,0.8379,0.4355,0.5744,EXPRESS,0.1,0.470678,validation
usfd_064_v9,SEVERE,0.7988,0.5716,0.545,EXPRESS,0.1,0.477741,validation
usfd_065_v0,MINOR,0.6522,0.5969,0.8724,HIGH,0.0,0.415246,validation
usfd_065_v1,MINOR,0.7277,0.546,0.8186,HIGH,0.0,0.41582,validation
usfd_065_v2,MINOR,0.5207,0.4869,0.6613,EXPRESS,0.0,0.38438,validation
usfd_065_v3,MINOR,0.6342,0.5783,0.7763,HIGH,0.0,0.405192,validation
usfd_065_v4,MINOR,0.6699,0.5403,0.6655,EXPRESS,0.0,0.405311,validation
usfd_065_v5,MINOR,0.6855,0.5566,0.7683,HIGH,0.0,0.408622,validation
usfd_065_v6,MINOR,0.5305,0.5862,0.5875,EXPRESS,0.0,0.389338,validation
usfd_065_v7,MINOR,0.7451,0.4059,0.8028,HIGH,0.0,0.403656,validation
usfd_065_v8,MINOR,0.5153,0.5425,0.8307,HIGH,0.0,0.392619,validation
usfd_065_v9,MINOR,0.6692,0.502,0.6798,EXPRESS,0.0,0.402637,validation
usfd_066_v0,SEVERE,0.9382,0.311,0.5928,EXPRESS,0.4,0.486401,validation
usfd_066_v1,SEVERE,0.9648,0.3318,0.4493,EXPRESS,0.7,0.494827,validation
usfd_066_v2,SEVERE,0.9087,0.3244,0.5849,HIGH,0.7,0.486588,validation
usfd_066_v3,SEVERE,1.0,0.4315,0.6528,EXPRESS,0.7,0.528119,validation
usfd_066_v4,SEVERE,1.0,0.3139,0.6804,EXPRESS,0.7,0.517777,validation
usfd_066_v5,SEVERE,1.0,0.2843,0.4628,EXPRESS,0.4,0.481344,validation
usfd_066_v6,SEVERE,1.0,0.2959,0.7534,EXPRESS,0.7,0.522737,validation
usfd_066_v7,SEVERE,1.0,0.2438,0.6177,HIGH,0.7,0.491777,validation
usfd_066_v8,SEVERE,1.0,0.2955,0.7729,HIGH,0.7,0.512098,validation
usfd_066_v9,SEVERE,0.9582,0.3728,0.5532,EXPRESS,0.7,0.507437,validation
usfd_067_v0,MINOR,0.4813,0.3883,0.7973,EXPRESS,0.0,0.380815,validation
usfd_067_v1,MINOR,0.4769,0.4201,0.7842,HIGH,0.0,0.37597,validation
usfd_067_v2,MINOR,0.3715,0.322,0.5732,EXPRESS,0.0,0.352968,validation
usfd_067_v3,MINOR,0.6315,0.4454,0.8604,HIGH,0.0,0.398661,validation
usfd_067_v4,MINOR,0.5278,0.4098,0.8909,HIGH,0.0,0.387006,validation
usfd_067_v5,MINOR,0.5572,0.2876,0.6768,HIGH,0.0,0.366485,validation
usfd_067_v6,MINOR,0.6093,0.4123,0.5172,EXPRESS,0.0,0.37925,validation
usfd_067_v7,MINOR,0.6453,0.344,0.7603,EXPRESS,0.0,0.390956,validation
usfd_067_v8,MINOR,0.6039,0.257,0.6382,HIGH,0.0,0.366101,validation
usfd_067_v9,MINOR,0.6268,0.285,0.7071,EXPRESS,0.0,0.380736,validation
usfd_068_v0,MINOR,0.6814,0.4874,0.6187,EXPRESS,0.0,0.399102,validation
usfd_068_v1,MINOR,0.7022,0.5501,0.6885,EXPRESS,0.0,0.4113,validation
usfd_068_v2,MINOR,0.5153,0.4249,0.4754,EXPRESS,0.0,0.368764,validation
usfd_068_v3,MINOR,0.6503,0.4711,0.4601,EXPRESS,0.0,0.385692,validation
usfd_068_v4,MINOR,0.5476,0.5172,0.9002,HIGH,0.0,0.398568,validation
usfd_068_v5,MINOR,0.584,0.463,0.4423,HIGH,0.0,0.371029,validation
usfd_068_v6,MINOR,0.6147,0.6053,0.6731,HIGH,0.0,0.398992,validation
usfd_068_v7,MINOR,0.7106,0.4756,0.4308,HIGH,0.0,0.385049,validation
usfd_068_v8,MINOR,0.5354,0.5127,0.7852,HIGH,0.0,0.389362,validation
usfd_068_v9,MINOR,0.7478,0.4462,0.5561,EXPRESS,0.0,0.399231,validation
usfd_069_v0,SEVERE,0.8795,0.32,0.6352,EXPRESS,0.4,0.483672,test
usfd_069_v1,SEVERE,0.7629,0.4061,0.7234,HIGH,0.4,0.473355,test
usfd_069_v2,SEVERE,0.8977,0.3144,0.5825,EXPRESS,0.4,0.481158,test
usfd_069_v3,SEVERE,0.8998,0.3218,0.6555,HIGH,0.4,0.47537,test
usfd_069_v4,SEVERE,0.7155,0.4205,0.6278,HIGH,0.4,0.461694,test
usfd_069_v5,SEVERE,0.9772,0.4059,0.463,HIGH,0.4,0.479336,test
usfd_069_v6,SEVERE,0.7403,0.3848,0.6591,EXPRESS,0.4,0.475989,test
usfd_069_v7,SEVERE,0.7671,0.3766,0.3995,HIGH,0.4,0.446679,test
usfd_069_v8,SEVERE,0.7449,0.296,0.8038,HIGH,0.4,0.467308,test
usfd_069_v9,SEVERE,0.9086,0.3192,0.4484,EXPRESS,0.4,0.473099,test
usfd_070_v0,MODERATE,0.9822,0.3322,0.5623,HIGH,0.0,0.433983,test
usfd_070_v1,MODERATE,0.9579,0.4669,0.5407,EXPRESS,0.0,0.453551,test
usfd_070_v2,MODERATE,1.0,0.449,0.7262,EXPRESS,0.0,0.468148,test
usfd_070_v3,MODERATE,0.9962,0.4289,0.5243,EXPRESS,0.0,0.453423,test
usfd_070_v4,MODERATE,0.9706,0.3677,0.5223,EXPRESS,0.0,0.443496,test
usfd_070_v5,MODERATE,0.9626,0.4692,0.6418,HIGH,0.0,0.450859,test
usfd_070_v6,MODERATE,1.0,0.4259,0.6371,EXPRESS,0.0,0.4601,test
usfd_070_v7,MODERATE,1.0,0.31,0.5931,HIGH,0.0,0.435505,test
usfd_070_v8,MODERATE,1.0,0.4735,0.4728,EXPRESS,0.0,0.455968,test
usfd_070_v9,MODERATE,0.9627,0.4893,0.6494,EXPRESS,0.0,0.462917,test
usfd_071_v0,MINOR,0.7314,0.779,0.5208,EXPRESS,0.4,0.44565,test
usfd_071_v1,MINOR,0.7574,0.7628,0.3417,EXPRESS,0.4,0.43511,test
usfd_071_v2,MINOR,0.7574,0.6927,0.5556,HIGH,0.4,0.436895,test
usfd_071_v3,MINOR,0.8271,0.7863,0.5273,EXPRESS,0.4,0.459701,test
usfd_071_v4,MINOR,0.6477,0.5981,0.5434,HIGH,0.4,0.413811,test
usfd_071_v5,MINOR,0.7163,0.5801,0.6976,HIGH,0.4,0.431977,test
usfd_071_v6,MINOR,0.7021,0.7938,0.6681,EXPRESS,0.4,0.454402,test
usfd_071_v7,MINOR,0.5953,0.6973,0.6973,EXPRESS,0.4,0.434493,test
usfd_071_v8,MINOR,0.7332,0.7521,0.8346,EXPRESS,0.4,0.468254,test
usfd_071_v9,MINOR,0.8161,0.6891,0.3708,EXPRESS,0.4,0.437521,test
usfd_072_v0,SEVERE,0.7427,0.3415,0.8938,EXPRESS,0.4,0.491767,test
usfd_072_v1,SEVERE,0.9258,0.3148,0.7818,EXPRESS,0.4,0.500531,test
usfd_072_v2,SEVERE,0.9329,0.4374,0.4836,EXPRESS,0.4,0.491105,test
usfd_072_v3,SEVERE,0.8121,0.3714,0.6697,HIGH,0.4,0.471294,test
usfd_072_v4,SEVERE,0.8849,0.4698,0.8938,EXPRESS,0.4,0.521518,test
usfd_072_v5,SEVERE,1.0,0.473,0.4073,EXPRESS,0.4,0.498185,test
usfd_072_v6,SEVERE,0.9422,0.3542,0.6206,EXPRESS,0.4,0.493653,test
usfd_072_v7,SEVERE,0.8038,0.4291,0.4895,EXPRESS,0.4,0.474869,test
usfd_072_v8,SEVERE,0.7503,0.4571,0.5498,EXPRESS,0.4,0.475744,test
usfd_072_v9,SEVERE,0.9234,0.4873,0.573,HIGH,0.4,0.489336,test
usfd_073_v0,MINOR,0.7099,0.4036,0.6596,HIGH,0.0,0.390786,test
usfd_073_v1,MINOR,0.7103,0.4372,0.73,EXPRESS,0.0,0.404365,test
usfd_073_v2,MINOR,0.8623,0.4586,0.5884,EXPRESS,0.0,0.415545,test
usfd_073_v3,MINOR,0.7343,0.4859,0.7826,EXPRESS,0.0,0.414922,test
usfd_073_v4,MINOR,0.8149,0.3925,0.5864,EXPRESS,0.0,0.403382,test
usfd_073_v5,MINOR,0.7808,0.4237,0.8176,HIGH,0.0,0.410317,test
usfd_073_v6,MINOR,0.6908,0.4651,0.7298,EXPRESS,0.0,0.404745,test
usfd_073_v7,MINOR,0.9255,0.3786,0.6746,EXPRESS,0.0,0.420021,test
usfd_073_v8,MINOR,0.7659,0.3662,0.9339,HIGH,0.0,0.411037,test
usfd_073_v9,MINOR,0.9235,0.4214,0.4775,HIGH,0.0,0.40679,test
usfd_074_v0,SEVERE,0.7856,0.7894,0.7806,EXPRESS,0.4,0.531241,test
usfd_074_v1,SEVERE,0.8676,0.6675,0.3916,EXPRESS,0.1,0.487499,test
usfd_074_v2,SEVERE,0.9416,0.6507,0.5161,EXPRESS,0.1,0.502947,test
usfd_074_v3,SEVERE,0.8707,0.7824,0.6118,HIGH,0.1,0.500426,test
usfd_074_v4,SEVERE,0.7462,0.6542,0.6085,HIGH,0.1,0.470712,test
usfd_074_v5,SEVERE,1.0,0.6817,0.5307,EXPRESS,0.1,0.515328,test
usfd_074_v6,SEVERE,0.7619,0.7588,0.4457,EXPRESS,0.1,0.485588,test
usfd_074_v7,SEVERE,0.8887,0.7092,0.4771,EXPRESS,0.1,0.499558,test
usfd_074_v8,SEVERE,0.7943,0.6737,0.5164,EXPRESS,0.1,0.485608,test
usfd_074_v9,SEVERE,0.9602,0.6671,0.5093,EXPRESS,0.1,0.506869,test
usfd_075_v0,SEVERE,0.953,0.6079,0.8214,EXPRESS,0.1,0.520122,test
usfd_075_v1,SEVERE,0.8805,0.5671,0.8268,EXPRESS,0.4,0.525224,test
usfd_075_v2,SEVERE,0.9316,0.5553,0.5116,EXPRESS,0.4,0.505547,test
usfd_075_v3,SEVERE,0.9514,0.5904,0.8402,EXPRESS,0.4,0.538169,test
usfd_075_v4,SEVERE,0.8826,0.5841,0.6481,EXPRESS,0.4,0.512544,test
usfd_075_v5,SEVERE,0.8215,0.6569,0.8689,EXPRESS,0.4,0.530368,test
usfd_075_v6,SEVERE,0.8216,0.6877,0.6542,EXPRESS,0.4,0.515607,test
usfd_075_v7,SEVERE,0.9305,0.6268,0.5832,EXPRESS,0.4,0.518373,test
usfd_075_v8,SEVERE,0.9394,0.4734,0.7552,EXPRESS,0.4,0.516893,test
usfd_075_v9,SEVERE,0.8583,0.5452,0.6633,EXPRESS,0.4,0.506582,test
usfd_076_v0,MINOR,1.0,0.8246,0.7686,EXPRESS,0.4,0.507506,test
usfd_076_v1,MINOR,0.9256,0.7876,0.7429,EXPRESS,0.4,0.490509,test
usfd_076_v2,MINOR,1.0,0.7825,0.48,EXPRESS,0.4,0.480383,test
usfd_076_v3,MINOR,1.0,0.7688,0.6039,EXPRESS,0.4,0.488121,test
usfd_076_v4,MINOR,0.9465,0.7918,0.5746,HIGH,0.4,0.47413,test
usfd_076_v5,MINOR,0.9245,0.7917,0.717,HIGH,0.4,0.482165,test
usfd_076_v6,MINOR,0.9096,0.7475,0.7379,EXPRESS,0.4,0.483587,test
usfd_076_v7,MINOR,1.0,0.674,0.7665,EXPRESS,0.4,0.490766,test
usfd_076_v8,MINOR,0.8973,0.7683,0.8381,HIGH,0.4,0.486012,test
usfd_076_v9,MINOR,1.0,0.7269,0.8293,EXPRESS,0.4,0.501917,test
usfd_077_v0,CRITICAL,0.9082,0.9339,0.7667,EXPRESS,0.4,0.585333,test
usfd_077_v1,CRITICAL,0.8207,1.0,0.7764,EXPRESS,0.4,0.580074,test
usfd_077_v2,CRITICAL,0.9181,1.0,0.6861,HIGH,0.4,0.572531,test
usfd_077_v3,CRITICAL,0.8447,0.9814,0.5343,EXPRESS,0.4,0.562934,test
usfd_077_v4,CRITICAL,0.921,0.8558,0.6771,EXPRESS,0.4,0.571973,test
usfd_077_v5,CRITICAL,0.9709,0.8999,0.6626,EXPRESS,0.4,0.582704,test
usfd_077_v6,CRITICAL,0.7758,1.0,0.6821,EXPRESS,0.4,0.566014,test
usfd_077_v7,CRITICAL,0.7997,0.8561,0.629,EXPRESS,0.4,0.551138,test
usfd_077_v8,CRITICAL,0.7526,1.0,0.8348,EXPRESS,0.4,0.575173,test
usfd_077_v9,CRITICAL,0.8092,1.0,0.7796,EXPRESS,0.4,0.578674,test
usfd_078_v0,SEVERE,0.6884,0.4273,0.6247,EXPRESS,0.4,0.471471,test
usfd_078_v1,SEVERE,0.8857,0.4495,0.7107,HIGH,0.4,0.491435,test
usfd_078_v2,SEVERE,0.7183,0.324,0.7517,EXPRESS,0.4,0.475189,test
usfd_078_v3,SEVERE,0.6821,0.5323,0.6985,EXPRESS,0.4,0.486476,test
usfd_078_v4,SEVERE,0.622,0.3705,0.8816,EXPRESS,0.4,0.480219,test
usfd_078_v5,SEVERE,0.9121,0.4485,0.6091,EXPRESS,0.4,0.49906,test
usfd_078_v6,SEVERE,0.6805,0.4433,0.7105,EXPRESS,0.4,0.478902,test
usfd_078_v7,SEVERE,0.7753,0.3405,0.6442,EXPRESS,0.4,0.474451,test
usfd_078_v8,SEVERE,0.8224,0.3948,0.8185,EXPRESS,0.4,0.499648,test
usfd_078_v9,SEVERE,0.7516,0.3716,0.4651,EXPRESS,0.4,0.461404,test
usfd_079_v0,CRITICAL,0.9237,1.0,0.7045,EXPRESS,0.4,0.589421,test
usfd_079_v1,CRITICAL,0.9017,0.86,0.7862,EXPRESS,0.4,0.578425,test
usfd_079_v2,CRITICAL,0.9633,0.9905,0.72,EXPRESS,0.4,0.595564,test
usfd_079_v3,CRITICAL,0.9934,1.0,0.7422,EXPRESS,0.4,0.602828,test
usfd_079_v4,CRITICAL,0.8323,0.9137,0.7553,HIGH,0.4,0.556716,test
usfd_079_v5,CRITICAL,0.9999,0.9444,0.556,EXPRESS,0.4,0.583723,test
usfd_079_v6,CRITICAL,0.8983,1.0,0.8426,EXPRESS,0.4,0.596859,test
usfd_079_v7,CRITICAL,0.9518,0.9991,0.8163,EXPRESS,0.4,0.602488,test
usfd_079_v8,CRITICAL,0.8135,0.8495,0.6512,HIGH,0.4,0.539258,test
usfd_079_v9,CRITICAL,1.0,1.0,0.5532,EXPRESS,0.4,0.589467,test
usfd_080_v0,MODERATE,0.6106,0.4379,0.6938,EXPRESS,0.4,0.440998,test
usfd_080_v1,MODERATE,0.7791,0.4563,0.5359,EXPRESS,0.1,0.435155,test
usfd_080_v2,MODERATE,0.7343,0.4841,0.7782,EXPRESS,0.1,0.448308,test
usfd_080_v3,MODERATE,0.8166,0.4342,0.7874,EXPRESS,0.1,0.45379,test
usfd_080_v4,MODERATE,0.7382,0.4663,0.671,HIGH,0.1,0.430472,test
usfd_080_v5,MODERATE,0.795,0.4175,0.5118,EXPRESS,0.1,0.431792,test
usfd_080_v6,MODERATE,0.7476,0.5115,0.5582,EXPRESS,0.1,0.438119,test
usfd_080_v7,MODERATE,0.7769,0.4875,0.6841,HIGH,0.1,0.437902,test
usfd_080_v8,MODERATE,0.6823,0.3909,0.6611,EXPRESS,0.1,0.425816,test
usfd_080_v9,MODERATE,0.6305,0.5729,0.6275,EXPRESS,0.1,0.434418,test
